label,file,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
Na,Screenshot 2026-08-14 214229.png,0.0,0.0,0.0,-0.21496536,-0.2709545,-0.077019684,-0.22452222,-0.7595004,-0.10142855,-0.051517453,-1.2159168,-0.12957095,0.121858425,-1.5348719,-0.1395043,-0.18384993,-1.0917829,0.018124381,-0.22246557,-1.4108752,-0.13398346,-0.21108063,-1.1212488,-0.22010672,-0.2146061,-0.810345,-0.24583112,-6.1540334e-08,-1.1360097,0.004264675,-0.023612846,-1.5432948,-0.17111486,-0.058364917,-1.1459434,-0.2294919,-0.089927234,-0.8031648,-0.21824297,0.18591264,-1.1093497,-0.034134217,0.15977833,-1.3490473,-0.21209897,0.06580442,-0.88248044,-0.19613266,0.011176793,-0.558985,-0.12793662,0.3659415,-1.016155,-0.08072436,0.30774587,-1.1553292,-0.19258572,0.20012519,-0.8359561,-0.16966878,0.14821835,-0.6252144,-0.11729225
Na,Screenshot 2026-08-14 214231.png,0.0,0.0,0.0,-0.22742377,-0.2776201,-0.071610376,-0.22488001,-0.76796275,-0.086985536,-0.0382389,-1.2235615,-0.107005626,0.1403298,-1.5276405,-0.108650036,-0.19087635,-1.0929785,0.04603749,-0.22081876,-1.4111252,-0.10060065,-0.21410666,-1.1235291,-0.18872605,-0.2199433,-0.8198624,-0.2175863,-1.069542e-07,-1.1393423,0.032841653,-0.019944506,-1.5508412,-0.14072782,-0.061702937,-1.1652176,-0.20563176,-0.09594629,-0.82594526,-0.19822448,0.1838098,-1.1135815,-0.006130991,0.15801717,-1.3425075,-0.1880756,0.056885473,-0.88055754,-0.18307689,-0.0024004565,-0.5588662,-0.119813055,0.3593921,-1.0311319,-0.052294962,0.29606465,-1.1382955,-0.1705705,0.19015673,-0.82071376,-0.15720399,0.1426989,-0.617165,-0.109634794
Na,Screenshot 2026-08-14 214232.png,0.0,0.0,0.0,-0.21202014,-0.3454741,-0.035099927,-0.22371678,-0.79528755,-0.035567045,-0.044160802,-1.2294018,-0.053850077,0.12289773,-1.5321329,-0.058079027,-0.18047908,-1.1135693,0.102055244,-0.24739422,-1.4003639,-0.0459878,-0.24688846,-1.1069341,-0.14202507,-0.24015586,-0.828311,-0.17926861,-8.516568e-08,-1.1461416,0.06484494,-0.047786552,-1.5141708,-0.12755275,-0.07795505,-1.1294299,-0.21954826,-0.09908216,-0.79868853,-0.23099123,0.18009384,-1.12704,0.001849589,0.13691346,-1.3249141,-0.20704973,0.050949883,-0.848349,-0.23500776,0.0047188047,-0.5129469,-0.1904376,0.353634,-1.0576261,-0.06371034,0.2814632,-1.1511607,-0.21089509,0.18688747,-0.82088804,-0.2254925,0.15406574,-0.59857696,-0.19482052
Na,Screenshot 2026-08-14 214234.png,0.0,0.0,0.0,-0.23117553,-0.26903817,-0.07472616,-0.23252909,-0.7579182,-0.08815983,-0.04130146,-1.220952,-0.1082825,0.13622889,-1.5357256,-0.10965514,-0.19210629,-1.0850271,0.06663185,-0.21901768,-1.4088856,-0.08364282,-0.2160426,-1.1234263,-0.17854173,-0.21910995,-0.8282189,-0.21192262,-1.1697031e-07,-1.1329778,0.052924555,-0.014265869,-1.5489362,-0.12569334,-0.060801685,-1.1613377,-0.19695535,-0.095551826,-0.825955,-0.19200537,0.18411008,-1.110029,0.0107391225,0.16409954,-1.3503871,-0.18041934,0.05569918,-0.8813822,-0.18062943,-0.006028222,-0.55373555,-0.11727067,0.36341566,-1.0310955,-0.039061222,0.3055047,-1.1520839,-0.16314994,0.19208932,-0.83173025,-0.1521992,0.14102039,-0.6206707,-0.10450469
Na,Screenshot 2026-08-14 214237.png,0.0,0.0,0.0,0.2588499,-0.21134491,-0.12537152,0.26610792,-0.6650306,-0.17665455,0.035924226,-1.1209509,-0.2329068,-0.2120574,-1.4576129,-0.26736653,0.2526833,-0.97495246,0.04840105,0.17470498,-1.3325782,-0.16628325,0.18994382,-1.0507439,-0.31870872,0.2319881,-0.747173,-0.3783642,-1.859634e-08,-1.067048,0.037435338,-0.098838374,-1.5344888,-0.20128718,-0.025885025,-1.1576484,-0.3255091,0.036446713,-0.83495426,-0.34200937,-0.22918586,-1.0910976,-0.011499906,-0.30243537,-1.2915375,-0.25521767,-0.16582106,-0.8140801,-0.30408376,-0.065778196,-0.5184713,-0.2563031,-0.43605855,-1.0611638,-0.068854995,-0.47087756,-1.2398776,-0.2160148,-0.3558657,-0.92278874,-0.21557154,-0.25869086,-0.68853194,-0.16898455
Na,Screenshot 2026-08-14 214238.png,0.0,0.0,0.0,0.30795026,-0.19114812,-0.039155822,0.35016033,-0.64418083,-0.059488963,0.15581329,-1.0989853,-0.10223943,-0.10170158,-1.3425437,-0.13800828,0.23795469,-1.0241776,0.05293527,0.13468558,-1.4312469,-0.10450527,0.14722113,-1.1333914,-0.21309476,0.19177073,-0.8103051,-0.25859264,-9.2006935e-08,-1.0740747,0.002247012,-0.11178859,-1.5442375,-0.18898387,-0.020567937,-1.1376894,-0.2781141,0.0571159,-0.7735084,-0.2862322,-0.21902718,-1.0623571,-0.070339635,-0.3213267,-1.351087,-0.26106536,-0.18179277,-0.8740147,-0.28648326,-0.07586327,-0.5532333,-0.24265073,-0.4263062,-1.0017577,-0.14478801,-0.47965372,-1.2375087,-0.25932324,-0.3609576,-0.92115474,-0.24800555,-0.2592202,-0.67750925,-0.20578054
Na,Screenshot 2026-08-14 214240.png,0.0,0.0,0.0,0.24256392,-0.115907185,-0.13334292,0.27154073,-0.61292744,-0.19216232,0.06875074,-1.1160685,-0.25274646,-0.14732215,-1.4689821,-0.29444438,0.25313124,-0.9845629,-0.028324591,0.12552768,-1.3902211,-0.23476282,0.11237719,-1.0928843,-0.35421214,0.15249424,-0.7679237,-0.39351112,-9.333669e-08,-1.0679072,-0.037749425,-0.12409263,-1.541304,-0.27490562,-0.07305795,-1.1585617,-0.36528546,-0.0060935942,-0.8257896,-0.35727823,-0.22901215,-1.0764724,-0.080638945,-0.32775444,-1.3211056,-0.32902026,-0.20399222,-0.8273248,-0.35116446,-0.08353491,-0.49921438,-0.2854733,-0.43431222,-1.0114666,-0.13090618,-0.49690416,-1.224446,-0.29934764,-0.37017652,-0.86407113,-0.29944938,-0.23546343,-0.58218145,-0.24797899
Na,Screenshot 2026-08-14 214241.png,0.0,0.0,0.0,0.2712634,-0.16122621,-0.08438414,0.297115,-0.6644889,-0.13227986,0.020504951,-1.1744788,-0.18657501,-0.25118345,-1.5086939,-0.22972299,0.26430613,-0.9817617,-0.026499389,0.109732926,-1.3888206,-0.19059627,0.10539102,-1.078552,-0.2939989,0.15770105,-0.75212276,-0.3378795,-1.01287924e-07,-1.0535381,-0.05554849,-0.14198056,-1.5166368,-0.25073856,-0.07000636,-1.1002005,-0.32721528,0.00443453,-0.7374715,-0.32728094,-0.23027305,-1.0561877,-0.10688939,-0.34522647,-1.3511336,-0.3046544,-0.21993865,-0.87482727,-0.3147408,-0.119966,-0.5618986,-0.26257107,-0.43507153,-0.99927217,-0.16219394,-0.48552853,-1.2065084,-0.29687554,-0.37884262,-0.8702872,-0.28554535,-0.28309092,-0.6269164,-0.24013437
Na,Screenshot 2026-08-14 214243.png,0.0,0.0,0.0,0.2862769,-0.25790527,-0.036707446,0.32050252,-0.696568,-0.0481911,0.12307676,-1.1198285,-0.079170465,-0.136124,-1.3271617,-0.101689965,0.2119811,-1.0258694,0.08825284,0.14500168,-1.3839859,-0.04616695,0.13709366,-1.0967814,-0.14630549,0.14896077,-0.7910755,-0.18924595,-8.5918025e-08,-1.0816525,0.048108865,-0.06741345,-1.5301671,-0.112954095,-0.019345809,-1.1545708,-0.192643,0.025684688,-0.8175706,-0.19900747,-0.19795246,-1.0760078,-0.014916326,-0.26452094,-1.3739738,-0.17254941,-0.15407258,-0.9416595,-0.19234033,-0.07460796,-0.6443944,-0.152467,-0.3877757,-1.014037,-0.08136075,-0.41428086,-1.250459,-0.17789248,-0.3146369,-0.96414644,-0.16721927,-0.22962461,-0.72468,-0.13009872
Na,Screenshot 2026-08-14 214245.png,0.0,0.0,0.0,0.3085889,-0.16874492,-0.044579744,0.3943361,-0.5805543,-0.060325164,0.28399932,-0.9532146,-0.097246476,0.08090086,-1.127556,-0.12621579,0.23244351,-1.0463272,0.046380784,0.16130134,-1.4557992,-0.10939351,0.16970713,-1.1462625,-0.21612525,0.2010936,-0.80917597,-0.2589961,-8.3909285e-08,-1.1019961,-0.00054204714,-0.07851286,-1.5960994,-0.18516769,-0.0105028665,-1.1968025,-0.26461622,0.051997993,-0.8219123,-0.2653937,-0.21470326,-1.0923618,-0.07088122,-0.28705913,-1.3951035,-0.2561384,-0.16580233,-0.9252259,-0.2755291,-0.07194383,-0.58269584,-0.22812733,-0.41335958,-1.0188487,-0.14506947,-0.45619845,-1.2584494,-0.26215252,-0.34186548,-0.93509847,-0.25172144,-0.2435637,-0.663205,-0.20956202
Na,Screenshot 2026-08-14 214248.png,0.0,0.0,0.0,0.2937394,-0.19252439,-0.037414107,0.3619589,-0.6108333,-0.050011765,0.21352266,-0.9854646,-0.08482576,-0.024799539,-1.1324378,-0.11297234,0.23640053,-1.0717813,0.07690736,0.17536816,-1.4456844,-0.06652994,0.18779582,-1.133766,-0.17257866,0.22054558,-0.79414207,-0.21651801,-9.5863726e-08,-1.1332638,0.028512072,-0.06058213,-1.5997077,-0.14036828,0.011656561,-1.203108,-0.22265615,0.07244054,-0.8351631,-0.22745481,-0.22614591,-1.1333914,-0.043331124,-0.2769036,-1.3804185,-0.218343,-0.15355955,-0.8991291,-0.24575573,-0.06225228,-0.5675442,-0.20451441,-0.4367829,-1.0639564,-0.1176239,-0.45261937,-1.2680733,-0.22132535,-0.33776477,-0.92728937,-0.20492335,-0.24140286,-0.65760815,-0.1605566
Na,Screenshot 2026-08-14 214249.png,0.0,0.0,0.0,0.2984503,-0.2353986,-0.03195064,0.34577426,-0.66426224,-0.04083851,0.17133164,-1.0690675,-0.072304346,-0.081135206,-1.2618452,-0.09781514,0.21820019,-1.0386096,0.08495597,0.14884599,-1.4225934,-0.05447816,0.15511256,-1.1477861,-0.15847369,0.1742879,-0.8380044,-0.20149401,8.41461e-09,-1.0727445,0.03682632,-0.088428125,-1.5518526,-0.13166411,-0.015332825,-1.1666515,-0.21633056,0.04486546,-0.8000418,-0.22490552,-0.20389211,-1.0551639,-0.034521565,-0.29170993,-1.3595799,-0.2004047,-0.16227141,-0.91029096,-0.22955626,-0.072165415,-0.58436704,-0.19371006,-0.40243265,-0.99561226,-0.108957596,-0.45697975,-1.2531056,-0.20365289,-0.3539703,-0.96857893,-0.19269092,-0.27106178,-0.72335476,-0.1563818
Na,Screenshot 2026-08-14 214251.png,0.0,0.0,0.0,0.2925788,-0.21888316,-0.020410582,0.34565037,-0.6451422,-0.01935566,0.18551421,-1.0310168,-0.041517477,-0.03957737,-1.247009,-0.056867883,0.21609075,-1.020212,0.099378675,0.17997426,-1.3840958,-0.036963973,0.18711272,-1.10408,-0.13894121,0.2082423,-0.7840249,-0.18046626,-9.05606e-08,-1.0876393,0.05246338,-0.058961388,-1.5519607,-0.11299625,0.0062372694,-1.1763905,-0.19847225,0.067530334,-0.8091962,-0.20702769,-0.20427276,-1.0925978,-0.015915103,-0.25776103,-1.3909061,-0.17753324,-0.14765213,-0.9534217,-0.19998957,-0.06835016,-0.63900745,-0.16029513,-0.40489867,-1.0402449,-0.08644028,-0.43176085,-1.2899258,-0.18942659,-0.32842928,-0.99280614,-0.17994772,-0.240161,-0.7340414,-0.14115883
Na,Screenshot 2026-08-14 214253.png,0.0,0.0,0.0,0.32679242,-0.2277283,-0.028507972,0.37985888,-0.6522371,-0.021241864,0.2489613,-1.0495968,-0.037749685,0.049377855,-1.2599436,-0.043384925,0.21506733,-1.0358559,0.13005097,0.13872738,-1.4209427,-0.0042987983,0.1492642,-1.1505551,-0.107542284,0.17854926,-0.85518795,-0.15170585,-1.2687716e-09,-1.0752732,0.08710211,-0.101570114,-1.5504196,-0.08251686,-0.024163468,-1.1802162,-0.17447107,0.049894415,-0.8443463,-0.18899184,-0.20425148,-1.0565063,0.018655928,-0.2824664,-1.3654861,-0.15613905,-0.15629776,-0.93243223,-0.18900222,-0.065924115,-0.6301299,-0.15391935,-0.4023556,-0.99582005,-0.05253021,-0.43406028,-1.220937,-0.16401216,-0.33137664,-0.9443116,-0.16630429,-0.2448882,-0.72043836,-0.13574693
Na,Screenshot 2026-08-14 214254.png,0.0,0.0,0.0,0.30801457,-0.2439916,-0.033112623,0.34991935,-0.65713954,-0.036846604,0.1853229,-1.0574992,-0.0630339,-0.03492489,-1.286231,-0.08008025,0.21230558,-1.019536,0.124910325,0.14941196,-1.3905789,-0.013896852,0.16012475,-1.1224825,-0.12478568,0.188323,-0.814835,-0.17337652,-1.3865975e-10,-1.0731857,0.08457016,-0.07347679,-1.5316665,-0.08461552,-0.009799076,-1.1640165,-0.18192503,0.05223858,-0.81963676,-0.198788,-0.20479141,-1.0755563,0.018985763,-0.26761827,-1.3664442,-0.15075392,-0.15339975,-0.94485456,-0.1837361,-0.071073495,-0.6489497,-0.14896142,-0.4095544,-1.0302811,-0.049566574,-0.4341936,-1.2635866,-0.15434153,-0.32989758,-0.9780239,-0.14932574,-0.23808421,-0.73428303,-0.11342928
Na,Screenshot 2026-08-14 214256.png,0.0,0.0,0.0,0.32769912,-0.22451939,-0.022511514,0.38749593,-0.6549552,-0.023351744,0.22859757,-1.0477945,-0.050515104,-0.020532064,-1.2007601,-0.07053356,0.21431227,-1.062433,0.117703244,0.16124547,-1.4485909,-0.016016405,0.16981645,-1.1577296,-0.11940139,0.18966272,-0.8422468,-0.16264966,-5.7585993e-08,-1.0923748,0.06737952,-0.068316676,-1.5580292,-0.0883372,0.009418667,-1.1756028,-0.17278503,0.071789175,-0.82718307,-0.18419784,-0.20446855,-1.0751445,-0.007072448,-0.26419163,-1.3881457,-0.16749853,-0.13505185,-0.928482,-0.1952045,-0.047939174,-0.60614717,-0.15892795,-0.40595186,-1.0120405,-0.08431635,-0.42207175,-1.2557379,-0.18194251,-0.30503026,-0.94218886,-0.1723953,-0.21481754,-0.680173,-0.13548072
Na,WIN_20260814_22_11_12_Pro.jpg,0.0,0.0,0.0,0.16860239,-0.35152924,-0.12198337,0.15172733,-0.7955061,-0.19561514,-0.021922762,-1.1689441,-0.27009803,-0.16430517,-1.4738964,-0.32715997,0.20327124,-1.1852959,-0.038139917,0.21778813,-1.3866208,-0.219869,0.18035536,-1.1027069,-0.34072155,0.16846107,-0.82190365,-0.3943316,-6.945131e-09,-1.1792461,-0.050974235,0.0071565225,-1.4947194,-0.25411844,0.0057368223,-1.1167837,-0.33631837,0.028278984,-0.7941627,-0.3417106,-0.19503991,-1.1034693,-0.093027085,-0.20998098,-1.2211629,-0.29078475,-0.13521655,-0.80471885,-0.30147335,-0.071115896,-0.5264005,-0.25139636,-0.36995995,-0.95396143,-0.1444457,-0.36389366,-1.067977,-0.26105103,-0.2728607,-0.79364043,-0.2439928,-0.19104594,-0.6134759,-0.19869123
Na,WIN_20260814_22_11_13_Pro (2).jpg,0.0,0.0,0.0,0.1675015,-0.35357377,-0.11599209,0.14037532,-0.8216931,-0.183497,-0.049384955,-1.1884084,-0.2516135,-0.1901335,-1.4802512,-0.30291608,0.20177919,-1.1662585,-0.037816737,0.19584188,-1.3844367,-0.21521062,0.1554363,-1.0999701,-0.32981747,0.1511145,-0.8162082,-0.3805867,-4.376988e-09,-1.1639785,-0.053789977,-0.008719322,-1.4996264,-0.25230426,-0.018845893,-1.1266633,-0.32928798,0.0034309442,-0.8058817,-0.33241135,-0.19381341,-1.0864403,-0.098459445,-0.22976162,-1.2310438,-0.29404616,-0.15460765,-0.8132314,-0.30312166,-0.08114228,-0.53399056,-0.25324178,-0.36618358,-0.9264863,-0.15171827,-0.38142678,-1.0723785,-0.2718648,-0.29612118,-0.78781277,-0.25572816,-0.21315286,-0.59587103,-0.21156898
Na,WIN_20260814_22_11_13_Pro.jpg,0.0,0.0,0.0,0.15548737,-0.34555516,-0.11101001,0.12763353,-0.82761914,-0.17120172,-0.045965895,-1.1952548,-0.23190698,-0.17288001,-1.4882238,-0.27428985,0.19715624,-1.1746452,-0.018910287,0.19963285,-1.3891206,-0.18725654,0.15881269,-1.1012782,-0.29430428,0.14829493,-0.82580775,-0.33881214,-3.460106e-08,-1.1801541,-0.032438293,-0.0016141773,-1.4879463,-0.22097048,-0.011048997,-1.1170024,-0.2908134,0.01091579,-0.8051384,-0.2869126,-0.19306464,-1.1108518,-0.07523789,-0.22022131,-1.2346897,-0.26260462,-0.15123263,-0.81597656,-0.26807186,-0.08136105,-0.5435853,-0.21443714,-0.3660946,-0.9594089,-0.12633944,-0.37296298,-1.0877811,-0.23980075,-0.29594356,-0.8075414,-0.2206583,-0.21648894,-0.62256664,-0.17274143
Na,WIN_20260814_22_11_14_Pro.jpg,0.0,0.0,0.0,0.1937633,-0.34452748,-0.0977672,0.19776775,-0.81889373,-0.1581059,0.03613729,-1.1994379,-0.22416654,-0.10320779,-1.499888,-0.274307,0.1883823,-1.1622171,-0.020527171,0.23150781,-1.3528688,-0.20294113,0.21025218,-1.0894927,-0.32044658,0.19584103,-0.8183592,-0.3676471,1.3922485e-08,-1.167918,-0.04320076,0.04752409,-1.4774647,-0.23709352,0.057469442,-1.1592218,-0.31106406,0.07893956,-0.85496867,-0.31265628,-0.19504197,-1.1133853,-0.09428593,-0.16200279,-1.2128738,-0.2925605,-0.085753515,-0.79620266,-0.2982401,-0.022410996,-0.50315887,-0.24212082,-0.38452303,-0.9920341,-0.15224971,-0.34124532,-1.0846391,-0.26805788,-0.2430394,-0.7948612,-0.24584645,-0.16840252,-0.59827304,-0.19590338
Na,WIN_20260814_22_11_15_Pro (2).jpg,0.0,0.0,0.0,0.17786959,-0.36805996,-0.10884972,0.14512013,-0.8115751,-0.18294436,-0.050571058,-1.1654218,-0.26326984,-0.19838314,-1.4574527,-0.3301842,0.200042,-1.1751664,-0.036010448,0.19499455,-1.3721498,-0.22020978,0.16355158,-1.0937302,-0.34718928,0.15971972,-0.8015779,-0.40644243,-8.0328455e-08,-1.1591189,-0.060696594,-0.008936838,-1.4904042,-0.26084453,-0.009928204,-1.1170979,-0.34671003,0.016835611,-0.78131515,-0.35884365,-0.1944408,-1.0767753,-0.11393096,-0.227257,-1.2229954,-0.31028664,-0.14883564,-0.8156052,-0.3282762,-0.07816195,-0.5241252,-0.286538,-0.37100717,-0.91808045,-0.17550524,-0.39020473,-1.0863372,-0.29342723,-0.29706952,-0.81053334,-0.27848145,-0.2080477,-0.59970945,-0.2376991
Na,WIN_20260814_22_11_15_Pro.jpg,0.0,0.0,0.0,0.17670415,-0.35237035,-0.10087736,0.15042463,-0.80909234,-0.16349462,-0.026413964,-1.1975126,-0.23330888,-0.16164419,-1.5112998,-0.2881728,0.20021808,-1.1218317,-0.009241511,0.21359852,-1.345818,-0.1866826,0.18553308,-1.0866433,-0.30555782,0.1787508,-0.8010872,-0.3552487,-4.773622e-08,-1.1315904,-0.031478617,0.012172365,-1.4753687,-0.22542065,0.015255861,-1.1300931,-0.30416793,0.03663563,-0.803043,-0.30736345,-0.19948155,-1.077171,-0.08237129,-0.21823569,-1.2507495,-0.27429542,-0.13823491,-0.83742374,-0.27995056,-0.07094663,-0.53983057,-0.2255837,-0.38674828,-0.94906193,-0.14087135,-0.38426247,-1.1372031,-0.25332975,-0.29638597,-0.855676,-0.226253,-0.22267017,-0.64349914,-0.1730002
Na,WIN_20260814_22_11_16_Pro.jpg,0.0,0.0,0.0,0.16950703,-0.37116045,-0.11912777,0.13299406,-0.8015077,-0.19363962,-0.049617376,-1.1603725,-0.2723279,-0.1892315,-1.4679067,-0.335571,0.2002479,-1.1582291,-0.038149513,0.19805503,-1.3855509,-0.22174855,0.15671968,-1.1139711,-0.34660095,0.15003723,-0.82883924,-0.40457237,-5.4078953e-08,-1.1480105,-0.05565324,-0.011643603,-1.4878825,-0.26072544,-0.017990073,-1.1194445,-0.3486209,0.012076187,-0.7909563,-0.36060297,-0.19671877,-1.075251,-0.10291111,-0.23313868,-1.2137545,-0.30285215,-0.15706037,-0.8108226,-0.32284683,-0.08228489,-0.52765554,-0.2814087,-0.3744191,-0.9310518,-0.15933658,-0.39320228,-1.0681381,-0.2805015,-0.30356798,-0.79640496,-0.2694745,-0.21480821,-0.602011,-0.23048049
Na,WIN_20260814_22_11_17_Pro.jpg,0.0,0.0,0.0,0.14559583,-0.349069,-0.12613085,0.103818044,-0.82031864,-0.1859229,-0.089217484,-1.2337525,-0.24766159,-0.22317979,-1.5485533,-0.29355696,0.20801254,-1.1217885,0.0002600984,0.1516852,-1.3818177,-0.17151754,0.09413237,-1.1105393,-0.28997055,0.09215889,-0.8243787,-0.34482345,1.6287546e-08,-1.127786,-0.0078155445,-0.057106547,-1.4899344,-0.20682436,-0.081306666,-1.1211286,-0.2931497,-0.047071267,-0.79851246,-0.3008194,-0.19293949,-1.0636606,-0.048731353,-0.26425317,-1.2559258,-0.24939859,-0.20759572,-0.8513707,-0.269224,-0.13271293,-0.5735981,-0.22379074,-0.36083242,-0.91473234,-0.09940439,-0.39992398,-1.084551,-0.22880498,-0.32337847,-0.7978153,-0.22224098,-0.23165543,-0.59894913,-0.182404
Na,WIN_20260814_22_11_18_Pro.jpg,0.0,0.0,0.0,0.18135366,-0.37352514,-0.09414414,0.17813988,-0.8396979,-0.1538353,0.027962476,-1.2046471,-0.22140996,-0.09787414,-1.5002298,-0.27320015,0.18450373,-1.1836814,-0.008594063,0.23418318,-1.3761168,-0.18797667,0.21624584,-1.0936497,-0.3051579,0.20176631,-0.81268966,-0.3519802,-9.854829e-09,-1.1791743,-0.03226358,0.049954243,-1.468232,-0.22345462,0.06208416,-1.1172181,-0.29668748,0.084185205,-0.8075908,-0.29830772,-0.19029427,-1.1132033,-0.084982924,-0.15297696,-1.2119209,-0.27866375,-0.08292938,-0.7888858,-0.28169087,-0.027283069,-0.49657616,-0.22524959,-0.37770176,-0.98213434,-0.14492026,-0.33312148,-1.1046238,-0.25352818,-0.24438074,-0.8284957,-0.22691819,-0.17762774,-0.63284945,-0.17550038
Na,WIN_20260814_22_11_19_Pro.jpg,0.0,0.0,0.0,0.19776134,-0.333192,-0.07576666,0.19427766,-0.82586354,-0.12320524,0.04706541,-1.2043812,-0.1803634,-0.05912233,-1.5164485,-0.22489704,0.173421,-1.1123433,0.0067344527,0.25882357,-1.3514628,-0.15559731,0.28445986,-1.0896002,-0.26100665,0.28939566,-0.80412704,-0.29939634,-4.6822752e-08,-1.1461914,-0.01939679,0.0946693,-1.4565362,-0.19257914,0.13717508,-1.1468335,-0.26660356,0.15265018,-0.85104555,-0.26984653,-0.18304208,-1.112319,-0.07001536,-0.11642924,-1.2671093,-0.25412843,-0.036771942,-0.83569545,-0.26108447,0.0020247586,-0.5312084,-0.20596698,-0.36487657,-1.0050241,-0.124276094,-0.28878304,-1.1610416,-0.2400037,-0.19768856,-0.84229153,-0.21444075,-0.15361112,-0.6135366,-0.1585704
Na,WIN_20260814_22_11_20_Pro.jpg,0.0,0.0,0.0,0.17268994,-0.33768824,-0.10405535,0.15833814,-0.816424,-0.1584098,-0.025814882,-1.2043146,-0.21577643,-0.17208317,-1.491708,-0.2582321,0.20120405,-1.1383661,-0.0029080242,0.21121585,-1.357141,-0.16977897,0.17078024,-1.089436,-0.27958575,0.15871267,-0.8100124,-0.32536396,-6.5591614e-08,-1.1598926,-0.02002741,0.00012245197,-1.4986603,-0.21210727,-0.010303165,-1.1442666,-0.28927886,0.014528405,-0.8084011,-0.28788075,-0.19272693,-1.1022186,-0.065249175,-0.2123725,-1.2560334,-0.2599567,-0.14554314,-0.83254105,-0.26914415,-0.075393096,-0.5349641,-0.21361741,-0.36916453,-0.9650561,-0.11748326,-0.38011587,-1.1261011,-0.23880081,-0.30227807,-0.83172613,-0.2189482,-0.22364043,-0.62321556,-0.16737317
Na,WIN_20260814_22_11_21_Pro.jpg,0.0,0.0,0.0,0.17269458,-0.31599057,-0.101724856,0.18539977,-0.81303483,-0.15481599,0.026499875,-1.1747748,-0.20717727,-0.097259745,-1.4742994,-0.23772141,0.19524966,-1.2048734,-0.028965605,0.25693983,-1.4184532,-0.2016587,0.22203222,-1.0835878,-0.30151585,0.19138683,-0.7896567,-0.33547652,-2.100088e-08,-1.228713,-0.041012693,0.044162564,-1.4849788,-0.22202957,0.052395172,-1.1099662,-0.27977425,0.07559287,-0.8107114,-0.2691328,-0.19579254,-1.1752148,-0.08108739,-0.17943048,-1.2306154,-0.26023477,-0.09970402,-0.78402394,-0.25458243,-0.03191058,-0.5033774,-0.19531007,-0.3816601,-1.0472587,-0.12857187,-0.34939268,-1.0916244,-0.23616225,-0.25391114,-0.7895026,-0.21374151,-0.17780106,-0.6210705,-0.16315757
Na,WIN_20260814_22_11_25_Pro.jpg,0.0,0.0,0.0,0.1546302,-0.3641438,-0.11446929,0.13042903,-0.89646214,-0.17204583,-0.06269781,-1.2313671,-0.22744825,-0.19983156,-1.4910312,-0.26521015,0.19981329,-1.20061,-0.036125414,0.18222584,-1.4625542,-0.19630499,0.13644227,-1.1430358,-0.29299325,0.12819861,-0.8528194,-0.33308044,1.1848625e-08,-1.1511207,-0.04694671,-0.03243966,-1.5039934,-0.23064697,-0.039944917,-1.1337494,-0.29607913,-0.012011822,-0.83094364,-0.29136097,-0.18831904,-1.0307449,-0.08527149,-0.24404208,-1.2185397,-0.26829308,-0.1691582,-0.8260373,-0.27062765,-0.089609906,-0.57943404,-0.21803153,-0.35479513,-0.84288,-0.13122413,-0.38275123,-1.0141177,-0.24560726,-0.30121318,-0.742369,-0.22758354,-0.21191098,-0.57443625,-0.18251193
Na,WIN_20260814_22_11_26_Pro.jpg,0.0,0.0,0.0,0.18417704,-0.37030616,-0.120604984,0.20017953,-0.8172196,-0.19884123,0.05805583,-1.1498293,-0.27696407,-0.069920674,-1.4036171,-0.33599025,0.18988068,-1.2723796,-0.067973025,0.2275865,-1.4486935,-0.26434883,0.21275891,-1.105194,-0.38891634,0.20289366,-0.79990196,-0.44196188,4.8877578e-09,-1.2369623,-0.082038715,0.029753376,-1.4887346,-0.29621956,0.048183993,-1.07163,-0.36898455,0.07862152,-0.7276305,-0.3664858,-0.18458599,-1.1351541,-0.12616749,-0.16110112,-1.1994556,-0.32553384,-0.079887815,-0.7939608,-0.3291278,-0.009463002,-0.51508886,-0.2750512,-0.3551159,-0.96151966,-0.1808543,-0.32542416,-0.99593663,-0.29608804,-0.23054491,-0.7410292,-0.28483126,-0.1450477,-0.57973874,-0.24471478
